Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s),Magnetic Field X (uT),Magnetic Field Y (uT),Magnetic Field Z (uT),Orientation Quaternion Scalar,Orientation Quaternion X,Orientation Quaternion Y,Orientation Quaternion Z
-9.438743,1.597432,0.163779,-0.086417,0.347604,0.190277,12.600737,-41.24281,60.727132,0.643106,-0.166049,0.705951,0.245918
-9.379117,2.30564,0.089319,-0.102056,0.369792,0.223369,12.612753,-41.374724,60.539388,0.641602,-0.166214,0.706983,0.246767
-9.124467,2.445498,0.080708,-0.139072,0.375801,0.227394,12.27977,-41.713165,60.789567,0.640052,-0.166466,0.707994,0.247723
-9.22495,2.285938,0.197738,-0.177724,0.385742,0.243256,11.993961,-41.690589,60.593771,0.638431,-0.16678,0.709,0.248817
-9.318182,2.38439,0.2854,-0.216433,0.394321,0.256019,11.705796,-41.818932,60.374012,0.636745,-0.167162,0.709994,0.250044
-9.283535,2.212238,-0.059072,-0.251889,0.405723,0.28652,11.55757,-41.821176,60.363263,0.63497,-0.167559,0.710997,0.251435
-8.98373,1.7697,-0.198405,-0.307597,0.432119,0.321846,11.254464,-42.12352,60.288562,0.633047,-0.168021,0.71203,0.25305
-8.884189,1.421813,-0.207172,-0.367945,0.470651,0.34675,10.818648,-42.722961,60.007213,0.630947,-0.168599,0.713108,0.254867
-8.896697,1.141565,-0.473202,-0.410026,0.518629,0.379319,10.948642,-42.73164,60.171226,0.628646,-0.169237,0.714278,0.256846
-8.862847,0.747032,-0.473028,-0.445653,0.557226,0.406271,10.513659,-43.021256,59.927264,0.626181,-0.169925,0.715515,0.258963
-9.338585,0.117935,0.019616,-0.384301,0.615887,0.417116,9.920688,-43.447728,59.627628,0.623573,-0.170489,0.716956,0.260892
-10.108277,0.009501,0.446788,-0.282616,0.660771,0.41174,9.617617,-43.750038,59.552935,0.620905,-0.170864,0.718597,0.26249
-10.260604,0.556675,0.698948,-0.173305,0.731497,0.421071,8.862051,-44.043191,59.424861,0.618094,-0.171018,0.720518,0.263753
-9.898175,0.869566,1.165743,-0.040791,0.810137,0.438778,8.562768,-43.887014,59.414023,0.615124,-0.170881,0.722768,0.26463
-9.580288,1.459551,1.318936,0.055826,0.903389,0.468434,7.93472,-44.337247,59.423581,0.611914,-0.170521,0.72535,0.26524
-9.423904,2.170716,1.06022,0.039856,1.01706,0.486684,7.619738,-44.198297,59.573814,0.60834,-0.170262,0.728185,0.265857
-9.443173,2.365603,1.024066,-0.053479,1.116891,0.492855,7.013245,-44.334037,59.475275,0.6044,-0.170307,0.731148,0.266682
-9.717192,2.582282,0.897495,-0.094249,1.205712,0.500063,6.070993,-44.49033,59.653696,0.600155,-0.170516,0.734263,0.267574
-9.879348,2.562913,0.755543,-0.088373,1.276151,0.514158,5.619498,-44.640281,59.586869,0.59568,-0.170739,0.737537,0.268428
-10.101434,2.513598,0.297948,-0.07184,1.349059,0.532246,5.013205,-44.775977,59.488332,0.590966,-0.170942,0.740985,0.269218
-10.406323,2.675404,0.022895,-0.033603,1.424214,0.533672,4.576908,-45.063665,59.241743,0.586038,-0.171126,0.744621,0.269841
-10.36379,2.73546,0.160259,0.026123,1.504974,0.542447,3.786281,-45.380629,59.422769,0.580882,-0.171226,0.748482,0.270245
-10.363152,2.708772,0.182873,0.065898,1.57831,0.533976,2.880102,-45.672207,59.278648,0.575523,-0.171331,0.752512,0.270453
-10.337303,2.970983,-0.294387,0.088911,1.640283,0.54809,1.977417,-45.507648,59.200942,0.569954,-0.1714,0.756681,0.270572
-10.797162,2.305585,-0.560798,0.092909,1.739104,0.570838,1.354658,-45.501343,59.276981,0.564043,-0.171488,0.76105,0.270649
-11.67414,1.225658,-1.023445,0.158812,1.838906,0.590824,0.582264,-45.809668,59.307369,0.557826,-0.171468,0.765678,0.270491
-12.627657,-0.16047,-2.117061,0.363699,1.931725,0.625112,-0.662044,-46.113229,59.429827,0.551397,-0.170986,0.7707,0.269717
-13.287667,-1.375593,-2.849826,0.701445,2.03681,0.649501,-1.567921,-45.780952,59.355234,0.544811,-0.169801,0.776263,0.267888
-14.219697,-2.123663,-2.803499,1.153786,2.091979,0.661229,-2.658234,-45.629996,59.560211,0.538298,-0.167661,0.782358,0.264652
-15.242872,-1.574964,-2.851944,1.361933,2.147935,0.637693,-3.764955,-45.337092,59.939701,0.531721,-0.165197,0.788692,0.260668
-15.749082,-0.807322,-2.480865,1.244489,2.142816,0.621063,-4.870756,-44.734431,60.356525,0.525046,-0.163005,0.794804,0.256987
-15.637917,-1.285539,-1.773431,0.963502,2.125859,0.663096,-5.977016,-44.443678,60.738612,0.518153,-0.161226,0.80055,0.254252
-15.33455,-1.771705,-2.065631,0.682612,2.126813,0.69262,-7.06343,-43.53272,61.055741,0.511005,-0.159911,0.805966,0.252431
-15.387904,-3.512533,-1.516245,0.585159,2.12973,0.721401,-7.986993,-43.205216,61.126212,0.503715,-0.158689,0.811242,0.250951
-15.337871,-4.216215,-1.457525,0.674889,2.116475,0.712786,-8.8921,-42.722102,61.075664,0.496488,-0.157291,0.816505,0.249157
-14.778266,-3.735473,0.076932,0.978786,2.161154,0.669562,-9.966034,-42.39508,61.132824,0.489303,-0.15547,0.822051,0.24626
-14.784113,-2.544158,1.034246,1.162147,2.234607,0.647032,-10.586517,-42.240284,61.23532,0.481966,-0.153427,0.827818,0.242662
-14.377847,-1.490005,1.735341,1.229756,2.304144,0.617394,-11.103295,-41.52086,61.91472,0.474422,-0.151402,0.833674,0.238723
-14.300225,-1.562074,2.818823,1.317021,2.416108,0.584945,-12.041421,-40.904973,62.18898,0.46654,-0.149407,0.839703,0.234344
-14.303419,-1.113742,3.638972,1.443069,2.538012,0.540689,-12.541446,-40.019232,62.734244,0.458312,-0.147421,0.845935,0.229371
-14.657741,-1.092951,4.767045,1.532014,2.629271,0.515062,-13.463117,-39.388304,62.849992,0.449792,-0.14542,0.852277,0.223973
-14.954466,-1.654668,4.56153,1.651859,2.70003,0.48379,-14.417021,-38.627093,63.293005,0.441064,-0.143354,0.858701,0.218047
-15.007579,-0.109596,4.442284,1.815021,2.831013,0.48643,-14.949955,-37.616244,64.174106,0.431912,-0.141084,0.865349,0.211468
-15.603909,-1.739977,4.256744,1.749363,2.95538,0.566032,-15.73518,-36.534249,64.514419,0.422159,-0.138734,0.872039,0.205139
-16.243341,-1.171651,1.174582,1.665105,3.109725,0.591449,-15.735268,-36.53605,64.517247,0.411734,-0.136533,0.878764,0.199016
-16.826441,0.274102,3.345503,1.804936,3.257798,0.622043,-18.872943,-33.98826,65.202657,0.400766,-0.134089,0.88567,0.192342
-18.69989,1.770669,5.677103,1.503288,3.356663,0.745699,-19.001834,-33.853038,65.177168,0.389118,-0.131735,0.892376,0.186812
-19.599259,2.432838,4.493806,0.557411,3.202848,0.757718,-20.467144,-32.855056,66.159904,0.377435,-0.130639,0.897989,0.18464
-18.960818,1.637391,3.473993,-0.421498,2.779359,0.562019,-21.495375,-32.425116,66.148724,0.366822,-0.131347,0.902035,0.185801
-16.899234,2.464861,3.178695,-1.161117,2.409551,0.457561,-22.39781,-32.697586,65.984051,0.357162,-0.133198,0.904848,0.189586
-14.743478,4.596734,0.038654,-1.744906,2.641331,0.447861,-22.971023,-33.118829,65.539291,0.346336,-0.136051,0.90742,0.195272
-14.033811,4.115938,-4.950074,-2.340439,3.026144,0.453471,-23.376761,-33.835202,64.911607,0.333755,-0.139956,0.909878,0.202834
-13.94952,3.563377,-11.209872,-2.822094,2.969735,0.459504,-24.237907,-35.161638,64.156068,0.321021,-0.144387,0.911654,0.212096
-13.633235,1.400232,-3.395366,-2.270295,2.621104,0.335513,-25.066122,-36.61101,63.062141,0.309869,-0.148245,0.913168,0.219383
-12.263266,-2.105296,-4.459185,-1.403986,2.424913,0.302636,-25.625567,-37.64061,62.389555,0.299897,-0.15098,0.91502,0.223619
-12.117732,1.261993,-1.981261,-0.568388,1.889671,0.151509,-26.502813,-38.827311,61.81112,0.292434,-0.152794,0.916798,0.224985
-10.506193,-3.938435,5.994704,0.537442,1.316232,-0.208722,-26.824136,-39.611411,61.841558,0.287989,-0.154124,0.918633,0.222311
-9.512678,-3.425739,4.657586,0.638138,0.885584,-0.559329,-26.889233,-39.975811,62.429883,0.285446,-0.156221,0.919835,0.219134
-7.892176,0.410333,4.880217,0.730387,0.376236,-0.857099,-26.721144,-40.113646,63.748946,0.285039,-0.158845,0.920347,0.2156
-7.226678,3.194823,3.592265,0.490269,-0.136692,-1.142925,-26.215035,-40.678087,64.709999,0.286561,-0.162328,0.919889,0.212926
-7.191417,3.937713,2.540204,0.091259,-0.672774,-1.381439,-25.305451,-41.453783,66.183473,0.289946,-0.166664,0.918322,0.211752
-6.991663,2.696304,2.110287,-0.324247,-1.234617,-1.514366,-24.111963,-42.107049,67.885912,0.295173,-0.171476,0.915647,0.212274
-6.804874,1.749494,2.547502,-0.616681,-1.717297,-1.640878,-22.903193,-43.51582,69.330628,0.302013,-0.176664,0.91202,0.214003
-6.804762,1.167422,2.484619,-0.767443,-2.124949,-1.833908,-20.65367,-44.819449,71.095612,0.31033,-0.182359,0.907554,0.2163
-6.757385,0.855684,2.43697,-0.731691,-2.527481,-2.041426,-18.08311,-46.397498,72.661192,0.32023,-0.188379,0.90235,0.218473
-6.530053,0.353278,2.103885,-0.627677,-2.92116,-2.213766,-15.078706,-48.178036,74.453833,0.331681,-0.194505,0.896447,0.220314
-6.412937,0.039948,1.626736,-0.478934,-3.266612,-2.346302,-11.635617,-49.531825,76.533865,0.344494,-0.200561,0.889921,0.221674
-6.661475,-0.071269,1.60143,-0.231611,-3.616161,-2.465001,-7.421722,-51.016594,78.48986,0.358727,-0.206341,0.882809,0.22223
-7.271745,0.170081,1.751787,0.051358,-3.940946,-2.567189,-2.920472,-52.387636,80.687457,0.374287,-0.211732,0.875133,0.22186
-8.046393,0.659295,1.570882,0.260495,-4.30543,-2.640453,2.338966,-53.315321,83.038419,0.391196,-0.216676,0.866732,0.22089
-8.541156,1.344556,0.923723,0.260979,-4.673079,-2.675331,8.567328,-54.190502,84.845765,0.409222,-0.221332,0.857387,0.220086
-8.934284,1.797079,-0.21434,0.135993,-4.976659,-2.702859,15.098798,-54.610811,86.749805,0.427992,-0.225917,0.847032,0.219819
-9.456509,2.158273,-1.212921,0.015302,-5.233987,-2.750537,22.147816,-54.669719,88.109312,0.447334,-0.230527,0.835676,0.219989
-9.962587,2.158627,-1.717774,-0.079105,-5.449432,-2.796891,29.847686,-54.581001,89.279883,0.467091,-0.235144,0.823366,0.220459
-10.58131,2.443869,-1.851512,-0.143054,-5.640728,-2.842517,38.403087,-54.070758,89.433356,0.487172,-0.239722,0.81013,0.2211
-11.30367,2.388275,-1.863325,-0.174142,-5.845445,-2.848148,46.925496,-53.023757,88.708317,0.507577,-0.244052,0.795972,0.221884
-11.860487,2.991333,-2.030619,-0.202434,-6.016596,-2.823986,55.941569,-51.620557,87.581822,0.528135,-0.248056,0.780956,0.222822
-12.496641,3.541154,-2.195743,-0.235377,-6.182796,-2.793314,64.804281,-49.764285,85.029126,0.548784,-0.251722,0.765066,0.223933
-13.05759,3.535881,-2.022934,-0.25928,-6.31856,-2.772645,73.930764,-47.494127,81.41965,0.56941,-0.25508,0.748345,0.225136
-13.706688,3.579621,-2.192611,-0.224439,-6.450322,-2.717946,82.837388,-44.831438,77.018254,0.589993,-0.257899,0.730871,0.226326
-14.271686,4.105656,-2.55138,-0.18472,-6.603689,-2.616659,91.258879,-41.740604,71.473887,0.610522,-0.260009,0.712633,0.227622
-14.814056,4.505129,-3.148767,-0.146366,-6.773673,-2.518716,99.474255,-38.262646,65.145645,0.631004,-0.261399,0.693573,0.229042
-15.151083,4.309799,-3.854305,-0.197857,-6.922781,-2.38896,106.402609,-34.494414,57.700653,0.651219,-0.262228,0.673677,0.230889
-15.469543,3.248252,-4.235309,-0.170746,-7.025823,-2.260138,112.80491,-30.811353,49.536868,0.671086,-0.26234,0.653126,0.23291
-15.084572,1.37747,-5.343089,-0.278569,-7.024101,-2.096307,118.57103,-27.31522,40.134896,0.690142,-0.262105,0.632117,0.235444
-14.848217,-0.330477,-5.811383,-0.001507,-6.856761,-2.091567,122.832229,-23.763677,30.384464,0.708516,-0.261057,0.611318,0.236948
-15.490217,-1.772278,-6.012434,0.783154,-6.616365,-2.263341,126.186152,-20.208491,20.683927,0.726738,-0.258272,0.591273,0.235678
-17.018411,-0.279214,-6.219196,1.608117,-6.402252,-2.356144,128.304478,-16.462799,10.848956,0.744846,-0.253364,0.572064,0.231848
-17.553089,2.322787,-6.305368,2.066009,-6.226258,-2.313917,129.035144,-12.732979,1.323969,0.762432,-0.247005,0.553407,0.226775
-17.718203,3.065038,-6.546582,2.057336,-6.038144,-2.221219,128.786982,-9.349805,-7.716945,0.778985,-0.240464,0.535003,0.221656
-17.545795,2.555567,-6.535252,1.806093,-5.862462,-2.123839,127.295796,-6.414597,-16.802434,0.794339,-0.234478,0.516658,0.217048
-17.17624,3.100101,-6.919892,1.566729,-5.545445,-1.966563,125.138728,-3.868928,-25.054926,0.808231,-0.229049,0.498932,0.212992
-16.541917,4.059258,-8.198696,1.277519,-5.156928,-1.722675,122.002478,-1.808282,-32.996971,0.820492,-0.224264,0.482158,0.209815
-14.789119,4.836144,-9.37486,1.006616,-4.684492,-1.36837,118.474698,-0.141198,-40.066456,0.830993,-0.219974,0.466785,0.207782
-12.952677,4.598044,-10.57594,0.893672,-4.04021,-0.982728,114.497787,0.965205,-46.10894,0.839644,-0.2158,0.453596,0.206587
-11.18269,3.910291,-12.159896,0.863371,-3.266108,-0.656674,110.319243,1.858941,-51.559774,0.846449,-0.211726,0.443097,0.205817
-8.431904,3.492368,-13.24299,0.903241,-2.395876,-0.434349,106.291705,2.16092,-55.751622,0.851487,-0.207806,0.435632,0.204966
-5.352542,4.125877,-13.771206,0.826991,-1.445954,-0.201673,102.781168,2.030929,-58.811194,0.854602,-0.20449,0.431425,0.204234
-3.457499,5.729296,-13.694727,0.52544,-0.546746,-0.050381,99.384494,1.541315,-61.422486,0.855819,-0.202638,0.430093,0.203792
-3.895207,7.089252,-13.936123,0.11376,0.399138,0.030935,96.942502,1.24497,-62.913075,0.855052,-0.202778,0.431658,0.203564
-6.01042,7.504454,-13.935928,-0.166406,1.351892,0.215103,94.761743,1.050108,-63.87812,0.852297,-0.204297,0.436318,0.203665
-8.183684,7.979731,-13.185967,-0.344045,2.213979,0.528223,93.441956,0.974785,-64.534682,0.847632,-0.206547,0.443931,0.204411
-10.419247,7.976005,-12.940801,-0.608905,2.926489,0.873143,92.929843,0.647979,-64.294305,0.84114,-0.209621,0.453917,0.206159
-12.259644,9.44285,-12.363873,-1.096757,3.520819,1.292694,92.712107,0.281621,-63.716553,0.832691,-0.213992,0.465716,0.209623
-12.854641,7.829371,-13.614693,-1.528248,3.926676,1.521056,93.347909,0.002789,-62.530107,0.822723,-0.219623,0.478543,0.214217
-15.220623,8.336929,-4.055145,-1.799998,4.2375,1.792652,94.130556,-0.279401,-61.322436,0.811425,-0.225803,0.492207,0.219851
-28.315329,-25.51281,34.822305,-0.052405,3.473718,1.154064,95.658135,-0.147651,-59.661817,0.803445,-0.226948,0.504241,0.220708
-31.519928,-31.605574,30.097675,-0.356682,2.036086,0.722166,96.771765,-0.578259,-58.601793,0.798284,-0.228626,0.511044,0.222052
-9.731065,4.189576,12.964605,-2.056385,1.259951,1.387204,96.771765,-0.578259,-58.601793,0.792496,-0.233581,0.514495,0.229533
-5.965995,7.867448,-5.218632,-1.177086,1.849429,0.887621,96.460396,-0.611356,-56.546703,0.786688,-0.23732,0.520047,0.233137
-10.580907,2.356451,-15.956983,-1.863252,2.361696,1.589662,95.776057,-0.649456,-56.99744,0.778454,-0.242176,0.527127,0.239786
-13.814519,-0.367967,-8.15955,-1.358972,2.619823,1.88487,93.652013,-0.561296,-56.738958,0.76974,-0.245087,0.535644,0.246004
-20.935803,-0.014786,-5.554352,-1.085461,3.00504,1.555432,93.898229,-1.096757,-55.688072,0.760647,-0.248185,0.54516,0.250242
-20.054522,4.716517,-6.614421,-2.95385,3.051626,1.341254,93.886831,-1.512494,-54.596996,0.749655,-0.257274,0.55264,0.257713
-15.993006,4.039735,-7.132604,-4.445447,2.891683,1.212541,94.218239,-1.180496,-53.221928,0.737346,-0.270748,0.557805,0.268088
-14.166648,3.192734,-3.425121,-4.396035,2.720979,1.481271,94.429751,0.115366,-52.06786,0.724838,-0.283189,0.562556,0.279186
-12.000101,1.295963,-2.668257,-2.923738,2.553332,1.816129,95.065968,1.540831,-50.673895,0.713692,-0.290437,0.568597,0.288076
-8.13288,1.857667,-1.758709,-1.466897,2.351273,2.04505,95.396944,1.88931,-49.448277,0.704218,-0.292816,0.575837,0.294529
-5.093516,1.808405,-2.188013,-0.451266,2.191871,1.900407,95.713177,1.293044,-48.178633,0.696316,-0.292496,0.583548,0.298433
-6.53397,4.532454,-5.59106,0.406388,2.048539,1.609129,95.738124,0.255099,-47.158842,0.689974,-0.290303,0.591464,0.299717
-10.228682,9.716453,-4.844765,1.216749,1.89496,1.486902,95.759145,-1.125413,-45.873783,0.684973,-0.285997,0.599711,0.29894
-13.770684,4.582714,-4.497206,1.158398,1.820708,1.513587,95.757879,-2.642134,-44.747754,0.679974,-0.281667,0.607654,0.298421
-14.476359,1.971704,-6.299796,1.001501,1.706032,1.438668,95.639548,-4.158812,-43.656024,0.675093,-0.277764,0.61497,0.298175
-12.063102,-0.779234,-3.614367,1.284463,1.569596,1.131299,95.990045,-5.809617,-42.836108,0.671156,-0.273707,0.621851,0.296537
-11.061956,-0.265015,-1.863279,1.471597,1.461473,0.986703,95.968872,-7.030311,-41.512995,0.66778,-0.269308,0.628486,0.294192
-10.23624,1.957556,-3.135101,1.344343,1.31779,1.030476,95.871529,-8.205609,-40.694963,0.664527,-0.26497,0.634588,0.29239
-10.251858,2.401076,-3.083188,0.75852,1.137828,1.060373,95.916522,-9.711065,-39.740591,0.661042,-0.261859,0.639548,0.292285
-11.04595,2.53409,-2.921763,0.116746,0.978385,0.996574,95.856317,-10.857252,-39.240979,0.657346,-0.260372,0.643273,0.293771
-11.509874,1.820222,-3.888512,-0.321184,0.821625,0.901231,95.948076,-11.697511,-38.685237,0.653689,-0.260062,0.645977,0.296263
-11.368432,1.554835,-3.937913,-0.447065,0.660838,0.8161,95.864977,-12.082786,-37.930185,0.650392,-0.260096,0.648022,0.299011
-11.220634,0.937087,-2.908404,-0.31527,0.531768,0.690322,95.671596,-12.417389,-37.665966,0.64769,-0.259958,0.649754,0.301232
-11.280213,1.24324,-2.4311,0.061942,0.420255,0.53705,95.519106,-12.705002,-37.873863,0.645826,-0.25912,0.651483,0.302217
-11.009358,1.739604,-1.630942,0.547623,0.314914,0.43253,95.774705,-13.551652,-37.304321,0.644841,-0.257196,0.653409,0.301806
-10.627415,2.275199,-0.553947,0.915475,0.234577,0.318479,95.728628,-13.734085,-37.001208,0.644557,-0.254539,0.655445,0.300247
-10.670503,2.590416,0.387445,1.15044,0.167642,0.235309,95.647996,-14.566171,-36.456029,0.644765,-0.251421,0.657494,0.297938
-10.733256,2.992108,0.543018,1.218915,0.098588,0.191757,95.517276,-14.876833,-36.520017,0.645255,-0.248157,0.659393,0.295406
-10.578503,2.785784,0.847328,1.012458,0.015181,0.207276,95.453207,-15.867609,-35.999818,0.645731,-0.245272,0.660847,0.29352
-10.250954,2.155111,0.962304,0.577178,-0.07012,0.241393,95.410068,-16.341547,-35.888012,0.645965,-0.243298,0.661613,0.292923
-9.996539,1.253211,0.838788,0.032402,-0.135348,0.300947,94.763913,-16.683568,-35.527796,0.645779,-0.242469,0.661645,0.293945
-9.861514,0.062429,0.663297,-0.526521,-0.168536,0.351825,94.616592,-16.83572,-35.566691,0.645088,-0.242878,0.660997,0.29657
-9.799907,-0.980005,0.451639,-0.866363,-0.159825,0.396015,94.632625,-16.975538,-35.743835,0.643994,-0.244038,0.660011,0.300171
-9.531564,-1.733436,0.879839,-0.872933,-0.082644,0.463383,94.204202,-16.777235,-36.094903,0.642604,-0.245126,0.659265,0.30388
-9.049865,-2.316934,1.666553,-0.612434,0.045988,0.54752,94.208394,-16.778235,-36.096476,0.641022,-0.245493,0.659221,0.307002
-8.226555,-2.59257,2.940181,-0.05851,0.187394,0.618012,93.926383,-16.911561,-36.312514,0.639517,-0.244459,0.660257,0.308736
-7.500196,-1.544361,3.443212,0.537262,0.305794,0.721049,93.300468,-17.220446,-36.26449,0.638145,-0.24181,0.662399,0.309074
-7.103001,0.200287,3.283894,1.002036,0.409057,0.839672,93.605419,-17.867804,-36.151325,0.636788,-0.237816,0.665457,0.308401
-7.356918,1.442313,2.416227,1.223844,0.537324,0.953444,93.205907,-18.862046,-35.503716,0.635145,-0.233121,0.669185,0.307305
-7.865665,1.690673,1.404276,1.257036,0.691188,1.018939,93.002928,-19.832991,-35.159098,0.633025,-0.228347,0.673365,0.306132
-8.396472,0.308976,0.933126,1.214466,0.865922,1.042839,92.783591,-20.838717,-34.50355,0.630347,-0.223814,0.677916,0.304959
-9.162815,-0.804708,0.73861,1.265893,1.043517,1.018994,92.37882,-22.316109,-33.758122,0.62724,-0.219417,0.682908,0.303419
-9.618922,-1.121202,0.616272,1.481087,1.203707,1.038232,92.089448,-23.341299,-32.772349,0.623827,-0.214617,0.688521,0.301196
-9.458262,-0.381171,0.679589,1.691733,1.398733,1.086109,91.676909,-24.681193,-31.852711,0.619959,-0.209387,0.694841,0.298335
-9.330942,0.698952,0.436383,1.710689,1.597286,1.134559,91.571192,-25.85474,-31.031337,0.615451,-0.204191,0.701637,0.295349
-9.833727,1.689723,0.49899,1.555408,1.739403,1.124036,91.427543,-27.387456,-29.775908,0.61038,-0.19954,0.708515,0.29262
-10.657666,1.969588,0.944031,1.271878,1.847296,1.065847,90.798996,-28.453686,-28.356771,0.604795,-0.19583,0.715212,0.290424
-11.3382,2.353262,1.481842,1.062999,1.907936,1.013516,90.798497,-29.853508,-26.907612,0.598885,-0.19281,0.721708,0.288615
-11.792109,2.69213,2.244709,1.047034,1.961854,1.016817,90.170695,-30.7435,-25.623948,0.592752,-0.189861,0.72825,0.286791
-11.811412,2.477693,2.235816,1.136154,2.074819,1.06498,90.166901,-31.832157,-24.136018,0.586252,-0.186677,0.735117,0.284714
-10.867001,2.125358,2.135505,1.311439,2.226004,1.082962,89.550915,-32.747929,-22.7017,0.57936,-0.183188,0.742457,0.282032
-10.410226,1.614055,2.35441,1.489252,2.446047,1.074261,89.527017,-33.828731,-21.208534,0.57189,-0.179539,0.750385,0.27862
-11.344543,1.299681,2.114695,1.548423,2.630201,1.063616,88.877709,-34.929626,-19.475894,0.563847,-0.175962,0.758668,0.27484
-12.738293,0.871313,1.372036,1.49498,2.773273,1.065115,88.518312,-36.187793,-17.722163,0.555248,-0.172623,0.767085,0.271077
-13.969683,-0.126007,0.490034,1.403009,2.929503,1.103634,87.987212,-37.322649,-15.653855,0.54598,-0.169504,0.775634,0.26752
-15.112842,-1.241186,-0.662313,1.349584,3.067617,1.098551,87.59542,-38.455852,-13.564945,0.536162,-0.166626,0.784273,0.263973
-15.871474,-2.800958,-0.460185,1.436986,3.205336,1.111579,86.623445,-39.275293,-11.516648,0.525857,-0.163634,0.793143,0.260043
-16.422227,-3.707194,0.586649,1.519523,3.351764,1.121729,86.06802,-40.421675,-9.288514,0.515027,-0.160554,0.80223,0.255727
-16.975842,-3.793511,1.870117,1.55124,3.479378,1.101063,85.055542,-41.11289,-6.902923,0.503716,-0.157564,0.811404,0.251131
-17.612053,-3.445909,3.139842,1.453411,3.558085,1.102275,84.047167,-42.093087,-4.712194,0.491971,-0.154802,0.82044,0.246737
-18.473148,-3.49573,4.393701,1.318839,3.599508,1.107828,82.899377,-42.920557,-2.521948,0.479886,-0.152283,0.829227,0.242699
-19.232437,-3.79494,5.379527,1.252499,3.588529,1.121765,81.72798,-43.604243,-0.154118,0.467666,-0.149795,0.837736,0.238849
-19.38489,-4.392147,6.507824,1.391966,3.505553,1.123262,80.581777,-44.408564,1.877867,0.455685,-0.146934,0.846022,0.234537
-18.665008,-4.610187,6.425157,1.65042,3.414479,1.116788,79.268596,-45.06919,4.067988,0.444051,-0.143516,0.854177,0.229355
-17.254059,-4.47482,6.169952,2.112748,3.348078,1.084739,79.275789,-45.073364,4.06835,0.432815,-0.139307,0.8624,0.222555
